autoid,From,To,Date,Subject
1030,Adan.Morlun@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",1/16/14 19:58,RE: Don't text and drive!
1031,Varro.Awelon@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos",1/16/14 20:21,RE: Don't text and drive!
1032,Varja.Lagos@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Varja.Lagos@gastech.com.kronos",1/16/14 20:40,RE: Inspection request for site
1033,Ingrid.Barranco@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.tethys",1/16/14 20:41,RE: Maximizing quarterly profits
1034,Kare.Orilla@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,1/17/14 8:33,Favor - water plants please next month
1035,Anda.Ribera@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,1/17/14 8:46,Late for meeting
1036,Willem.Vasco-Pais@gastech.com.kronos,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",1/17/14 8:52,Managing perceptions about the IPO
1037,Henk.Mies@gastech.com.kronos,"Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos",1/17/14 8:55,Who took the toolbox out of my truck?
1038,Benito.Hawelon@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/17/14 9:09,List of repairs needed
1039,Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 9:13,Dress for success - Dress to impress
1040,Benito.Hawelon@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,1/17/14 9:23,Are you buying coffee?
1041,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/17/14 9:32,Article - interesting
1042,Cornelia.Lais@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,1/17/14 9:47,RE: Late for meeting
1043,Marin.Onda@gastech.com.kronos,Vira.Frente@gastech.com.kronos,1/17/14 9:58,NO DECAF - HA HA
1044,Vira.Frente@gastech.com.kronos,Marin.Onda@gastech.com.kronos,1/17/14 10:14,RE: NO DECAF - HA HA
1045,Anda.Ribera@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,1/17/14 10:15,RE: Late for meeting
1046,Birgitta.Frente@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",1/17/14 10:15,GIS update
1047,Marin.Onda@gastech.com.kronos,Vira.Frente@gastech.com.kronos,1/17/14 10:16,RE: NO DECAF - HA HA
1048,Felix.Resumir@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,1/17/14 10:17,RE: Are you buying coffee?
1049,Cornelia.Lais@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,1/17/14 10:19,RE: Late for meeting
1050,Isande.Borrasca@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/14 10:19,GIS update
1051,Anda.Ribera@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,1/17/14 10:23,RE: Late for meeting
1052,Sten.Sanjorge.Jr.@gastech.com.tethys,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/17/14 10:24,Managing perceptions about the IPO
1053,Cornelia.Lais@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,1/17/14 10:40,RE: Late for meeting
1054,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",1/17/14 10:44,Question about behavior of field device
1055,Vira.Frente@gastech.com.kronos,Marin.Onda@gastech.com.kronos,1/17/14 10:46,RE: NO DECAF - HA HA
1056,Sten.Sanjorge.Jr.@gastech.com.tethys,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",1/17/14 10:47,RE: Managing perceptions about the IPO
1057,Sten.Sanjorge.Jr.@gastech.com.tethys,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",1/17/14 10:55,RE: Managing perceptions about the IPO
1058,Benito.Hawelon@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,1/17/14 10:56,RE: Are you buying coffee?
1059,Minke.Mies@gastech.com.kronos,Vira.Frente@gastech.com.kronos,1/17/14 10:59,The rest of the files are in your mailbox
1060,Felix.Resumir@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,1/17/14 11:25,RE: Are you buying coffee?
1061,Benito.Hawelon@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,1/17/14 11:35,RE: Are you buying coffee?
1062,Marin.Onda@gastech.com.kronos,Vira.Frente@gastech.com.kronos,1/17/14 11:55,RE: NO DECAF - HA HA
1063,Lidelse.Dedos@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",1/17/14 12:03,RE: GIS update
1064,Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",1/17/14 12:04,RE: Question about behavior of field device
1065,Cecilia.Morluniau@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,1/17/14 12:05,No hurry
1066,Henk.Mies@gastech.com.kronos,Sten.Sanjorge.Jr.@gastech.com.kronos,1/17/14 12:07,Files
1067,Vira.Frente@gastech.com.kronos,Minke.Mies@gastech.com.kronos,1/17/14 12:11,RE: The rest of the files are in your mailbox
1068,Adra.Nubarron@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",1/17/14 12:13,RE: GIS update
1069,Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",1/17/14 12:15,RE: Question about behavior of field device
1070,Ada.Campo-Corrente@gastech.com.kronos,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",1/17/14 12:28,RE: Managing perceptions about the IPO
1071,Brand.Tempestad@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",1/17/14 12:29,RE: GIS update
1072,Sten.Sanjorge.Jr.@gastech.com.tethys,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/17/14 12:33,RE: Managing perceptions about the IPO
1073,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 12:42,Babysitting recommendations
1074,Minke.Mies@gastech.com.kronos,Vira.Frente@gastech.com.kronos,1/17/14 12:46,RE: The rest of the files are in your mailbox
1075,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 12:46,RE: Dress for success - Dress to impress
1076,Varja.Lagos@gastech.com.kronos,"Hennie.Osvaldo@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Minke.Mies@gastech.com.kronos",1/17/14 12:58,Security procedures for January 20 VIP visit
1077,Vira.Frente@gastech.com.kronos,Minke.Mies@gastech.com.kronos,1/17/14 13:02,RE: The rest of the files are in your mailbox
1078,Ada.Campo-Corrente@gastech.com.kronos,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/17/14 13:02,RE: Managing perceptions about the IPO
1079,Sten.Sanjorge.Jr.@gastech.com.kronos,Henk.Mies@gastech.com.kronos,1/17/14 13:03,RE: Files
1080,Ingrid.Barranco@gastech.com.kronos,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",1/17/14 13:04,RE: Managing perceptions about the IPO
1081,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",1/17/14 13:06,RE: Question about behavior of field device
1082,Minke.Mies@gastech.com.kronos,Vira.Frente@gastech.com.kronos,1/17/14 13:07,RE: The rest of the files are in your mailbox
1083,Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 13:08,RE: Babysitting recommendations
1084,Vira.Frente@gastech.com.kronos,Minke.Mies@gastech.com.kronos,1/17/14 13:21,RE: The rest of the files are in your mailbox
1085,Felix.Balas@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/14 13:24,2516-00 openhole logging results
1086,Nils.Calixto@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/17/14 13:29,RE: Article - interesting
1087,Henk.Mies@gastech.com.kronos,Sten.Sanjorge.Jr.@gastech.com.kronos,1/17/14 13:33,RE: Files
1088,Ada.Campo-Corrente@gastech.com.kronos,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/17/14 13:36,RE: Managing perceptions about the IPO
1089,Cecilia.Morluniau@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/17/14 13:37,Route suggestion for next shift
1090,Henk.Mies@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",1/17/14 13:37,Route suggestion for next shift
1091,Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 13:41,Catering?!?
1092,Ada.Campo-Corrente@gastech.com.kronos,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/17/14 13:45,RE: Managing perceptions about the IPO
1093,Isande.Borrasca@gastech.com.kronos,"Marin.Onda@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos",1/17/14 13:48,GIS update
1094,Sten.Sanjorge.Jr.@gastech.com.tethys,"Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/17/14 13:49,RE: Managing perceptions about the IPO
1095,Axel.Calzas@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/14 13:53,RE: GIS update
1096,Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 14:05,RE: Babysitting recommendations
1097,Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 14:06,RE: Babysitting recommendations
1098,Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 14:12,RE: Babysitting recommendations
1099,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/17/14 14:21,Reorganization
1100,Vira.Frente@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,1/17/14 14:39,Awwww- cute!
1101,Sten.Sanjorge.Jr.@gastech.com.kronos,Henk.Mies@gastech.com.kronos,1/17/14 14:39,RE: Files
1102,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",1/17/14 14:41,RE: Question about behavior of field device
1103,Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/17/14 14:46,"Good morning, GasTech!"
1104,Lidelse.Dedos@gastech.com.kronos,"Marin.Onda@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos",1/17/14 14:46,RE: GIS update
1105,Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/17/14 14:54,Mandatory safety training
1106,Benito.Hawelon@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/17/14 15:00,Funny!!
1107,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,1/17/14 15:01,Favor - water plants please next month
1108,Edvard.Vann@gastech.com.kronos,Henk.Mies@gastech.com.kronos,1/17/14 15:03,Out of staples
1109,Adra.Nubarron@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/14 15:04,RE: 2516-00 openhole logging results
1110,Kare.Orilla@gastech.com.kronos,"Marin.Onda@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos",1/17/14 15:05,RE: GIS update
1111,Brand.Tempestad@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/14 15:11,RE: 2516-00 openhole logging results
1112,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 15:13,Training opportunity
1113,Kare.Orilla@gastech.com.kronos,"Marin.Onda@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos",1/17/14 15:25,RE: GIS update
1114,Felix.Resumir@gastech.com.kronos,"Hideki.Cocinaro@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Minke.Mies@gastech.com.kronos",1/17/14 15:27,Inspection request for site
1115,Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/14 15:28,RE: Babysitting recommendations
